$GPRMC,032741.343,A,1513.2097,N,14543.0310,E,0.58,0.00,030217,,,A*6C
$GPRMC,032742.347,A,1513.2084,N,14543.0311,E,0.35,0.00,030217,,,A*63
$MOTION,6001.00,-0.99,-0.09,-0.09,-2.13,0.13,5.20,-0.03,0.39,-0.21
$MOTION,203.00,-1.04,-0.05,-0.11,-2.48,0.58,4.68,-0.04,0.40,-0.20
$MOTION,202.00,-1.07,-0.03,-0.11,-4.11,0.31,2.60,-0.03,0.39,-0.20
$MOTION,202.00,-1.08,-0.01,-0.08,-1.77,3.69,6.99,-0.02,0.38,-0.20
$MOTION,222.00,-0.97,-0.04,-0.12,-3.30,0.52,5.28,-0.02,0.38,-0.20
$GPRMC,032743.346,A,1513.2104,N,14543.0304,E,0.18,0.00,030217,,,A*61
$MOTION,221.00,-1.04,0.02,-0.17,-0.03,-0.38,2.18,-0.03,0.39,-0.20
$MOTION,203.00,-1.00,-0.05,-0.08,-2.23,1.16,7.86,-0.02,0.39,-0.20
$MOTION,202.00,-0.98,-0.05,-0.07,-4.76,-0.09,2.96,0.02,0.34,-0.20
$MOTION,218.00,-0.96,-0.06,-0.10,-8.77,3.75,6.89,-0.02,0.37,-0.21
$GPRMC,032744.342,A,1513.2126,N,14543.0297,E,0.10,0.00,030217,,,A*61
$MOTION,275.00,-1.06,-0.02,-0.15,-5.30,-0.35,3.04,-0.00,0.37,-0.20
$MOTION,203.00,-1.03,-0.05,-0.16,-3.45,1.21,5.44,-0.01,0.37,-0.20
$MOTION,202.00,-1.04,0.01,-0.09,-2.33,-0.55,4.65,0.00,0.36,-0.20
$MOTION,202.00,-1.03,-0.04,-0.12,-3.01,-1.18,5.29,-0.02,0.39,-0.21
$MOTION,216.00,-0.91,-0.53,-0.52,18.97,12.08,3.23,-0.02,0.38,-0.20
$GPRMC,032745.341,A,1513.2128,N,14543.0294,E,0.14,0.00,030217,,,A*6A
$MOTION,216.00,-1.00,-0.07,-0.08,-3.61,2.87,13.43,-0.01,0.38,-0.20
$MOTION,202.00,-0.94,0.04,-0.18,-6.84,-0.07,3.13,-0.01,0.38,-0.20
$MOTION,202.00,-1.04,-0.07,-0.11,-1.21,1.03,6.36,-0.01,0.37,-0.21
$MOTION,206.00,-1.00,-0.09,-0.14,-3.55,-0.43,2.94,-0.00,0.37,-0.21
$MOTION,217.00,-1.07,-0.01,-0.10,-2.37,0.51,5.32,0.02,0.35,-0.21
$GPRMC,032746.364,A,1513.1962,N,14543.0349,E,0.21,0.00,030217,,,A*6C
$MOTION,216.00,-1.04,-0.03,-0.08,-3.20,1.29,5.10,-0.01,0.37,-0.20
$MOTION,202.00,-1.07,-0.09,-0.19,5.12,0.11,2.62,-0.01,0.38,-0.20
$MOTION,229.00,-1.10,0.16,-0.09,1.85,-0.08,4.01,-0.01,0.40,-0.20
$MOTION,216.00,-0.91,-0.10,-0.10,-4.46,-3.34,2.22,-0.01,0.39,-0.20
$GPRMC,032747.376,A,1513.1876,N,14543.0380,E,0.10,0.00,030217,,,A*6D
$MOTION,221.00,-1.01,-0.08,-0.11,-1.26,2.89,8.56,-0.04,0.42,-0.20
$MOTION,219.00,-1.08,-0.03,-0.06,-3.99,-0.68,1.72,-0.04,0.42,-0.20
$MOTION,202.00,-1.06,-0.07,-0.11,-1.31,0.39,4.80,-0.03,0.41,-0.20
$MOTION,202.00,-0.61,-0.28,0.02,1.08,3.98,5.82,0.03,0.37,-0.19
$MOTION,216.00,-1.09,-0.04,-0.09,-8.46,-0.83,-0.37,-0.05,0.47,-0.19
$GPRMC,032748.382,A,1513.1834,N,14543.0394,E,0.02,0.00,030217,,,A*69
$MOTION,242.00,-1.14,-0.03,-0.11,-3.00,1.58,5.28,-0.04,0.42,-0.20
$MOTION,202.00,-0.91,-0.08,-0.12,-2.13,1.55,7.09,-0.04,0.43,-0.20
$MOTION,202.00,-0.94,-0.07,-0.08,-2.80,1.06,4.80,-0.04,0.42,-0.20
$MOTION,203.00,-1.06,-0.10,-0.22,-4.32,-1.49,2.68,-0.04,0.43,-0.20
$MOTION,216.00,-1.04,-0.02,-0.11,-2.53,0.55,2.80,-0.05,0.42,-0.20
$GPRMC,032749.422,A,1513.1720,N,14543.0463,E,0.16,0.00,030217,,,A*65
$MOTION,216.00,-1.01,-0.04,-0.08,-2.21,1.17,5.10,-0.04,0.42,-0.20
$MOTION,202.00,-0.98,-0.08,-0.04,-1.85,0.59,4.08,-0.04,0.42,-0.19
$MOTION,226.00,-1.08,0.00,-0.13,0.13,0.62,6.01,-0.04,0.41,-0.20
$MOTION,216.00,-0.88,0.43,-0.19,-4.99,0.55,3.95,-0.04,0.41,-0.20
$MOTION,217.00,-1.40,0.21,-1.18,-4.35,5.47,-3.07,-0.04,0.40,-0.20
$GPRMC,032751.000,A,1513.1717,N,14543.0463,E,0.26,0.00,030217,,,A*6F
$MOTION,216.00,-0.88,-0.18,0.03,-1.02,3.15,7.73,-0.04,0.41,-0.19
$MOTION,202.00,-1.04,-0.06,-0.11,-1.35,2.04,10.18,-0.03,0.41,-0.20
$MOTION,202.00,-1.12,-0.02,-0.14,-1.40,0.10,4.00,-0.04,0.41,-0.19
$MOTION,204.00,-1.01,-0.04,-0.10,-4.91,1.14,6.77,-0.03,0.41,-0.19
$MOTION,202.00,-0.95,-0.07,-0.13,-2.45,-1.19,2.41,-0.02,0.40,-0.19
$MOTION,202.00,-1.09,-0.02,-0.11,7.11,9.28,19.32,-0.05,0.41,-0.20
