$GPRMC,034746.864,A,1513.1643,N,14543.0295,E,2.36,153.01,020217,,,A*6E
$GPRMC,034747.868,A,1513.1640,N,14543.0296,E,1.32,152.94,020217,,,A*69
$MOTION,3287.00,-0.97,0.08,0.12,-4.96,-0.41,6.00,0.06,0.21,-0.35
$MOTION,193.00,-1.07,0.15,0.19,-2.04,0.80,4.00,0.05,0.23,-0.34
$MOTION,192.00,-1.02,0.13,0.13,-4.61,0.48,4.30,0.03,0.26,-0.34
$MOTION,230.00,-1.03,0.12,0.12,-2.57,-0.08,3.47,0.02,0.26,-0.34
$MOTION,229.00,-1.03,-0.01,0.10,-4.78,-0.23,7.47,0.04,0.24,-0.34
$GPRMC,034748.871,A,1513.1651,N,14543.0288,E,0.37,152.94,020217,,,A*65
$MOTION,210.00,-0.97,0.08,0.10,-3.57,0.32,2.97,0.06,0.25,-0.34
$MOTION,193.00,-1.02,0.14,0.09,-6.40,-1.64,2.50,0.07,0.22,-0.33
$MOTION,207.00,-1.00,-0.07,-0.07,-1.03,0.87,5.29,0.03,0.27,-0.34
$MOTION,205.00,-0.95,0.13,0.27,-3.39,0.84,5.73,0.03,0.27,-0.34
$GPRMC,034749.873,A,1513.1651,N,14543.0282,E,0.06,152.94,020217,,,A*6E
$MOTION,251.00,-1.04,0.15,0.11,-3.77,0.01,2.74,0.04,0.27,-0.34
$MOTION,192.00,-1.01,0.13,0.17,-0.81,3.23,9.14,0.04,0.28,-0.35
$MOTION,192.00,-1.14,0.02,0.01,-2.86,-0.07,10.24,0.04,0.28,-0.34
$MOTION,195.00,-1.00,0.07,0.09,-1.53,2.34,7.96,0.04,0.27,-0.34
$MOTION,206.00,-0.99,0.16,0.19,-2.42,1.17,4.79,0.05,0.27,-0.35
$GPRMC,034750.874,A,1513.1654,N,14543.0282,E,0.11,152.94,020217,,,A*62
$MOTION,248.00,-1.02,0.09,0.11,-2.35,0.96,4.93,0.04,0.28,-0.34
$MOTION,196.00,-1.02,0.11,0.12,-4.34,-0.49,3.56,0.05,0.26,-0.34
